Source,Target,JourneyText,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Weight
"River Street , Clerkenwell","Guilford Street , Bloomsbury","River Street , Clerkenwell to Guilford Street , Bloomsbury",10,19,10,14,18,20,19,1,111
"Russell Square Station, Bloomsbury","Hop Exchange, The Borough","Russell Square Station, Bloomsbury to Hop Exchange, The Borough",3,26,20,13,25,7,17,0,111
"Moor Street, Soho","Castlehaven Road, Camden Town","Moor Street, Soho to Castlehaven Road, Camden Town",8,18,28,31,11,12,3,0,111
"Bethnal Green Road, Shoreditch","St. Mary Axe, Aldgate","Bethnal Green Road, Shoreditch to St. Mary Axe, Aldgate",7,27,20,20,13,6,18,0,111
"Hoxton Station, Haggerston","St. John Street, Finsbury","Hoxton Station, Haggerston to St. John Street, Finsbury",6,18,20,19,21,14,13,0,111
"Clerkenwell Green, Clerkenwell","Bethnal Green Road, Shoreditch","Clerkenwell Green, Clerkenwell to Bethnal Green Road, Shoreditch",4,24,28,16,20,8,11,0,111
"Jubilee Gardens, South Bank","Ashley Place, Victoria","Jubilee Gardens, South Bank to Ashley Place, Victoria",9,36,15,20,14,6,11,0,111
"Stepney Green Station, Stepney","Furze Green, Bow","Stepney Green Station, Stepney to Furze Green, Bow",9,29,23,22,8,12,8,0,111
"Westbourne Grove, Bayswater","Chepstow Villas, Notting Hill","Westbourne Grove, Bayswater to Chepstow Villas, Notting Hill",6,25,16,18,19,5,20,2,111
"Victoria Embankment, Temple","Queen Street, Bank","Victoria Embankment, Temple to Queen Street, Bank",7,15,16,20,21,7,25,0,111
"Kennington Cross, Kennington","Craven Street, Strand","Kennington Cross, Kennington to Craven Street, Strand",4,18,15,18,17,19,18,2,111
"Fanshaw Street, Hoxton","Pitfield Street Central, Hoxton","Fanshaw Street, Hoxton to Pitfield Street Central, Hoxton",7,21,22,13,18,18,12,0,111
"Fournier Street, Whitechapel","Old Street Station, St. Luke's","Fournier Street, Whitechapel to Old Street Station, St. Luke's",2,24,22,22,15,16,9,1,111
"Royal College Street, Camden Town","Stonecutter Street, Holborn","Royal College Street, Camden Town to Stonecutter Street, Holborn",10,31,12,15,23,10,10,0,111
"Hampstead Road (Cartmel), Euston","Castlehaven Road, Camden Town","Hampstead Road (Cartmel), Euston to Castlehaven Road, Camden Town",11,34,16,14,14,13,9,0,111
"Harrington Square 2, Camden Town","Hampstead Road (Cartmel), Euston","Harrington Square 2, Camden Town to Hampstead Road (Cartmel), Euston",1,14,16,23,21,9,23,4,111
"Old Ford Road, Bethnal Green","Sidney Street, Stepney","Old Ford Road, Bethnal Green to Sidney Street, Stepney",20,46,14,12,11,2,6,0,111
"Stonecutter Street, Holborn","Drury Lane, Covent Garden","Stonecutter Street, Holborn to Drury Lane, Covent Garden",9,26,30,18,8,9,11,0,111
"Stepney Green Station, Stepney","Flamborough Street, Limehouse","Stepney Green Station, Stepney to Flamborough Street, Limehouse",12,27,12,20,17,17,6,0,111
"Wells Street, Fitzrovia ","Finsbury Circus, Liverpool Street","Wells Street, Fitzrovia  to Finsbury Circus, Liverpool Street",1,22,25,29,17,6,11,0,111
"Shoreditch Park, Hoxton","Museum of London, Barbican","Shoreditch Park, Hoxton to Museum of London, Barbican",6,18,19,22,15,9,20,2,111
"Wellington Street , Strand","Wardour Street, Soho","Wellington Street , Strand to Wardour Street, Soho",1,36,19,10,14,17,14,0,111
"Bonny Street, Camden Town","Torrens Street, Angel","Bonny Street, Camden Town to Torrens Street, Angel",7,15,32,15,14,15,12,1,111
"Great Tower Street, Monument","Empire Square, The Borough","Great Tower Street, Monument to Empire Square, The Borough",10,23,12,17,15,14,19,1,111
"Hatton Wall, Holborn","Red Lion Square, Holborn","Hatton Wall, Holborn to Red Lion Square, Holborn",8,14,25,21,14,12,17,0,111
"Pritchard's Road, Bethnal Green","The Green Bridge, Mile End","Pritchard's Road, Bethnal Green to The Green Bridge, Mile End",6,9,17,27,25,15,11,1,111
"Bankside Mix, Bankside","Taviton Street, Bloomsbury","Bankside Mix, Bankside to Taviton Street, Bloomsbury",3,19,18,26,26,10,9,0,111
"Belgrove Street , King's Cross","St. George Street, Mayfair","Belgrove Street , King's Cross to St. George Street, Mayfair",3,9,14,25,20,19,20,1,111
"Westminster University, Marylebone","Euston Road, Euston","Westminster University, Marylebone to Euston Road, Euston",5,21,17,19,25,9,15,0,111
"Bunhill Row, Moorgate","Liverpool Road (N1 Centre), Angel","Bunhill Row, Moorgate to Liverpool Road (N1 Centre), Angel",8,16,21,23,16,8,18,1,111
"Moor Street, Soho","Endsleigh Gardens, Euston","Moor Street, Soho to Endsleigh Gardens, Euston",7,14,14,27,23,11,14,1,111
"New Road 1 , Whitechapel","Pott Street, Bethnal Green","New Road 1 , Whitechapel to Pott Street, Bethnal Green",5,24,21,28,17,9,7,0,111
"St. Luke's Church, Chelsea","Knaresborough Place, Earl's Court","St. Luke's Church, Chelsea to Knaresborough Place, Earl's Court",9,25,27,10,16,12,12,0,111
"Lambeth North Station, Waterloo","Earnshaw Street , Covent Garden","Lambeth North Station, Waterloo to Earnshaw Street , Covent Garden",1,25,30,20,17,16,2,0,111
"Braham Street, Aldgate","Reardon Street, Wapping","Braham Street, Aldgate to Reardon Street, Wapping",5,21,12,14,22,20,16,1,111
"Southwark Station 2, Southwark","Poured Lines, Bankside","Southwark Station 2, Southwark to Poured Lines, Bankside",6,12,16,19,21,11,24,2,111
"Braham Street, Aldgate","Wapping High Street, Wapping","Braham Street, Aldgate to Wapping High Street, Wapping",5,22,20,22,13,15,14,0,111
"Kennington Lane Rail Bridge, Vauxhall","Kennington Road  , Vauxhall","Kennington Lane Rail Bridge, Vauxhall to Kennington Road  , Vauxhall",11,24,16,19,22,8,11,0,111
"Kennington Road  , Vauxhall","Lower Marsh, Waterloo","Kennington Road  , Vauxhall to Lower Marsh, Waterloo",4,18,31,33,12,12,1,0,111
"Warwick Road, Olympia","Serpentine Car Park, Hyde Park","Warwick Road, Olympia to Serpentine Car Park, Hyde Park",14,7,28,23,17,10,12,0,111
"Holborn Circus, Holborn","Great Tower Street, Monument","Holborn Circus, Holborn to Great Tower Street, Monument",5,18,14,12,14,17,30,1,111
"Finsbury Leisure Centre, St. Luke's","Vaughan Way, Wapping","Finsbury Leisure Centre, St. Luke's to Vaughan Way, Wapping",1,7,5,23,17,26,31,1,111
"Howland Street, Fitzrovia","Howland Street, Fitzrovia","Howland Street, Fitzrovia to Howland Street, Fitzrovia",11,12,21,22,20,20,5,0,111
"Eagle Wharf Road, Hoxton","Hoxton Station, Haggerston","Eagle Wharf Road, Hoxton to Hoxton Station, Haggerston",10,20,27,23,13,8,9,1,111
"Altab Ali Park, Whitechapel","Cheapside, Bank","Altab Ali Park, Whitechapel to Cheapside, Bank",6,25,19,11,19,21,10,0,111
"Torrens Street, Angel","Graham Street, Angel","Torrens Street, Angel to Graham Street, Angel",4,18,23,30,17,5,11,3,111
"Drury Lane, Covent Garden","Museum of London, Barbican","Drury Lane, Covent Garden to Museum of London, Barbican",6,8,22,25,12,14,24,0,111
"Waterloo Roundabout, Waterloo ","Finsbury Square , Moorgate","Waterloo Roundabout, Waterloo  to Finsbury Square , Moorgate",7,17,13,24,18,14,18,0,111
"Bricklayers Arms, Borough","Southwark Station 1, Southwark","Bricklayers Arms, Borough to Southwark Station 1, Southwark",4,20,22,22,24,1,17,1,111
"LSBU (Borough Road), Elephant & Castle","Swan Street, The Borough","LSBU (Borough Road), Elephant & Castle to Swan Street, The Borough",0,13,19,36,20,8,13,2,111
"Endsleigh Gardens, Euston","Howland Street, Fitzrovia","Endsleigh Gardens, Euston to Howland Street, Fitzrovia",2,5,22,20,23,15,21,3,111
"Baldwin Street, St. Luke's","Falkirk Street, Hoxton","Baldwin Street, St. Luke's to Falkirk Street, Hoxton",0,11,19,19,27,13,20,2,111
"Wright's Lane, Kensington","Jubilee Gardens, South Bank","Wright's Lane, Kensington to Jubilee Gardens, South Bank",1,25,37,15,9,9,15,0,111
"Pritchard's Road, Bethnal Green","Wellington Row, Bethnal Green","Pritchard's Road, Bethnal Green to Wellington Row, Bethnal Green",4,5,18,18,21,14,30,1,111
"Wormwood Street, Liverpool Street","Somerset House, Strand","Wormwood Street, Liverpool Street to Somerset House, Strand",0,26,30,7,18,9,21,0,111
"Hop Exchange, The Borough","Cartwright Gardens , Bloomsbury","Hop Exchange, The Borough to Cartwright Gardens , Bloomsbury",0,3,3,32,31,15,25,2,111
"Northumberland Avenue, Strand","George Street, Marylebone","Northumberland Avenue, Strand to George Street, Marylebone",0,3,21,28,20,14,24,1,111
"Queen's Gate, Kensington Gardens","Wellington Arch, Hyde Park","Queen's Gate, Kensington Gardens to Wellington Arch, Hyde Park",0,24,39,20,11,9,5,3,111
"Hampstead Road, Euston","Hampstead Road (Cartmel), Euston","Hampstead Road, Euston to Hampstead Road (Cartmel), Euston",1,12,16,24,18,25,14,0,110
"Queen Street, Bank","Wellington Street , Strand","Queen Street, Bank to Wellington Street , Strand",11,25,32,11,13,9,7,2,110
"Arlington Road, Camden Town","Doric Way , Somers Town","Arlington Road, Camden Town to Doric Way , Somers Town",13,22,20,14,21,6,14,0,110
"Vauxhall Bridge , Pimlico","Tachbrook Street, Victoria","Vauxhall Bridge , Pimlico to Tachbrook Street, Victoria",6,26,25,14,11,9,17,2,110
"Gloucester Road Station, South Kensington","Gloucester Road (Central), South Kensington","Gloucester Road Station, South Kensington to Gloucester Road (Central), South Kensington",7,40,23,18,8,9,5,0,110
"Leonard Circus , Shoreditch","Newgate Street , St. Paul's","Leonard Circus , Shoreditch to Newgate Street , St. Paul's",6,16,25,19,20,6,17,1,110
"Knightsbridge, Hyde Park","Seville Street, Knightsbridge","Knightsbridge, Hyde Park to Seville Street, Knightsbridge",26,65,7,2,2,7,1,0,110
"Burdett Road, Mile End","Watney Market, Stepney","Burdett Road, Mile End to Watney Market, Stepney",8,16,25,9,26,9,17,0,110
"Burdett Road, Mile End","Albert Gardens, Stepney","Burdett Road, Mile End to Albert Gardens, Stepney",9,24,17,21,19,11,8,1,110
"Brushfield Street, Liverpool Street","Cephas Street, Bethnal Green","Brushfield Street, Liverpool Street to Cephas Street, Bethnal Green",7,31,24,14,12,12,10,0,110
"St. John's Wood Church, Regent's Park","Clifton Road, Maida Vale","St. John's Wood Church, Regent's Park to Clifton Road, Maida Vale",6,30,26,10,18,9,11,0,110
"Gaywood  Street, Elephant & Castle","Gaywood  Street, Elephant & Castle","Gaywood  Street, Elephant & Castle to Gaywood  Street, Elephant & Castle",9,38,16,13,14,14,5,1,110
"Belgrave Road, Victoria","Royal Avenue 1, Chelsea","Belgrave Road, Victoria to Royal Avenue 1, Chelsea",7,16,18,19,14,13,22,1,110
"Castlehaven Road, Camden Town","British Museum, Bloomsbury","Castlehaven Road, Camden Town to British Museum, Bloomsbury",7,24,27,20,6,6,18,2,110
"Soho Square , Soho","Bath Street, St. Luke's","Soho Square , Soho to Bath Street, St. Luke's",8,20,25,12,17,11,17,0,110
"Hampton Street, Walworth","Bunhill Row, Moorgate","Hampton Street, Walworth to Bunhill Row, Moorgate",5,21,18,22,14,12,18,0,110
"Hatton Garden, Holborn","High Holborn , Covent Garden","Hatton Garden, Holborn to High Holborn , Covent Garden",2,18,29,17,24,12,7,1,110
"Vauxhall Bridge , Pimlico","Abbey Orchard Street, Westminster","Vauxhall Bridge , Pimlico to Abbey Orchard Street, Westminster",18,19,16,17,16,8,15,1,110
"Albert Gate, Hyde Park","Wright's Lane, Kensington","Albert Gate, Hyde Park to Wright's Lane, Kensington",9,9,28,15,10,19,19,1,110
"Jubilee Plaza, Canary Wharf","Aberfeldy Street, Poplar","Jubilee Plaza, Canary Wharf to Aberfeldy Street, Poplar",6,33,25,18,14,10,4,0,110
"Green Park Station, West End","Bourne Street, Belgravia","Green Park Station, West End to Bourne Street, Belgravia",1,29,20,21,16,9,14,0,110
"Wormwood Street, Liverpool Street","Wenlock Road , Hoxton","Wormwood Street, Liverpool Street to Wenlock Road , Hoxton",4,16,10,26,17,17,20,0,110
"Baldwin Street, St. Luke's","Hop Exchange, The Borough","Baldwin Street, St. Luke's to Hop Exchange, The Borough",8,24,18,22,21,10,6,1,110
"Chancery Lane, Holborn","Hop Exchange, The Borough","Chancery Lane, Holborn to Hop Exchange, The Borough",4,8,10,33,23,14,17,1,110
"Flamborough Street, Limehouse","New Road  2, Whitechapel","Flamborough Street, Limehouse to New Road  2, Whitechapel",3,10,13,26,21,22,14,1,110
"Theobalds Road , Holborn","Earnshaw Street , Covent Garden","Theobalds Road , Holborn to Earnshaw Street , Covent Garden",5,29,23,15,5,12,17,4,110
"Bramham Gardens, Earl's Court","Elizabeth Bridge, Victoria","Bramham Gardens, Earl's Court to Elizabeth Bridge, Victoria",1,28,25,16,17,8,15,0,110
"Elizabeth Bridge, Victoria","Victoria Embankment, Temple","Elizabeth Bridge, Victoria to Victoria Embankment, Temple",12,20,22,26,19,4,6,1,110
"Aston Street, Stepney","Upper Bank Street, Canary Wharf","Aston Street, Stepney to Upper Bank Street, Canary Wharf",7,32,35,10,11,9,5,1,110
"Wellington Street , Strand","Jubilee Gardens, South Bank","Wellington Street , Strand to Jubilee Gardens, South Bank",10,33,15,16,17,7,11,1,110
"St. Luke's Church, Chelsea","Limerston Street, Chelsea","St. Luke's Church, Chelsea to Limerston Street, Chelsea",8,18,25,21,19,9,10,0,110
"Charlotte Street, Fitzrovia","Charlotte Street, Fitzrovia","Charlotte Street, Fitzrovia to Charlotte Street, Fitzrovia",12,23,12,19,16,16,12,0,110
"Bayswater Road, Hyde Park","Porchester Place, Paddington","Bayswater Road, Hyde Park to Porchester Place, Paddington",13,34,17,29,6,6,5,0,110
"Bell Lane, Liverpool Street","Newgate Street , St. Paul's","Bell Lane, Liverpool Street to Newgate Street , St. Paul's",5,15,9,26,10,18,26,1,110
"Bankside Mix, Bankside","Lambeth Road, Vauxhall","Bankside Mix, Bankside to Lambeth Road, Vauxhall",5,25,28,24,17,9,2,0,110
"Roscoe Street, St. Luke's","Belvedere Road, South Bank","Roscoe Street, St. Luke's to Belvedere Road, South Bank",8,23,29,12,19,8,11,0,110
"Twig Folly Bridge, Mile End","Gun Makers Lane, Old Ford","Twig Folly Bridge, Mile End to Gun Makers Lane, Old Ford",17,45,15,14,8,3,8,0,110
"Great Dover Street, Borough","Tavistock Street, Covent Garden","Great Dover Street, Borough to Tavistock Street, Covent Garden",7,24,24,22,8,11,14,0,110
"Old Street Station, St. Luke's","Tavistock Street, Covent Garden","Old Street Station, St. Luke's to Tavistock Street, Covent Garden",8,20,21,20,23,6,12,0,110
"Crosswall, Tower","New Inn Yard, Shoreditch","Crosswall, Tower to New Inn Yard, Shoreditch",12,37,18,9,11,13,10,0,110
"Cleveland Way, Bethnal Green","Watney Street, Shadwell","Cleveland Way, Bethnal Green to Watney Street, Shadwell",9,6,23,29,21,16,5,1,110
"Walmer Road, Notting Hill","Warwick Road, Olympia","Walmer Road, Notting Hill to Warwick Road, Olympia",9,28,22,12,15,7,14,3,110
"Cardinal Place, Victoria","Regency Street, Westminster","Cardinal Place, Victoria to Regency Street, Westminster",10,14,20,23,18,15,10,0,110
"St. George Street, Mayfair","William IV Street, Strand","St. George Street, Mayfair to William IV Street, Strand",10,24,28,15,13,11,8,1,110
"Stonecutter Street, Holborn","Park Road (Baker Street), Regent's Park","Stonecutter Street, Holborn to Park Road (Baker Street), Regent's Park",4,16,23,12,20,9,24,2,110
"Flood Street, Chelsea","Queen Mother Sports Centre, Victoria","Flood Street, Chelsea to Queen Mother Sports Centre, Victoria",5,32,18,18,15,11,10,1,110
"Warren Street Station, Euston","Westminster University, Marylebone","Warren Street Station, Euston to Westminster University, Marylebone",6,24,24,21,10,9,16,0,110
"Baylis Road, Waterloo","Finsbury Circus, Liverpool Street","Baylis Road, Waterloo to Finsbury Circus, Liverpool Street",4,27,31,20,17,6,5,0,110
"Hop Exchange, The Borough","Geraldine Street, Elephant & Castle","Hop Exchange, The Borough to Geraldine Street, Elephant & Castle",6,33,24,15,5,15,11,1,110
"Ilchester Gardens, Bayswater","Princes Square, Bayswater","Ilchester Gardens, Bayswater to Princes Square, Bayswater",6,24,14,28,12,11,15,0,110
"St. James's Square, St. James's","Hop Exchange, The Borough","St. James's Square, St. James's to Hop Exchange, The Borough",8,21,20,21,12,12,15,1,110
"Breams Buildings, Holborn","Hop Exchange, The Borough","Breams Buildings, Holborn to Hop Exchange, The Borough",5,22,10,24,20,9,19,1,110
"Warwick Road, Olympia","Bayswater Road, Hyde Park","Warwick Road, Olympia to Bayswater Road, Hyde Park",9,29,46,16,8,1,1,0,110
"St Katharines Way, Tower","Hop Exchange, The Borough","St Katharines Way, Tower to Hop Exchange, The Borough",9,40,22,20,11,5,3,0,110
"Soho Square , Soho","British Museum, Bloomsbury","Soho Square , Soho to British Museum, Bloomsbury",8,29,27,16,17,6,7,0,110
"Palace Gate, Kensington Gardens","Exhibition Road, South Kensington","Palace Gate, Kensington Gardens to Exhibition Road, South Kensington",11,43,24,8,16,4,4,0,110
"Old Ford Road, Bethnal Green","New Road 1 , Whitechapel","Old Ford Road, Bethnal Green to New Road 1 , Whitechapel",8,33,27,13,15,11,3,0,110
"Moorfields, Moorgate","Bank of England Museum, Bank","Moorfields, Moorgate to Bank of England Museum, Bank",1,22,21,17,21,12,15,1,110
"Wenlock Road , Hoxton","New Inn Yard, Shoreditch","Wenlock Road , Hoxton to New Inn Yard, Shoreditch",9,18,24,24,13,10,12,0,110
"Great Russell Street, Bloomsbury","Tavistock Place, Bloomsbury","Great Russell Street, Bloomsbury to Tavistock Place, Bloomsbury",6,25,10,15,16,20,17,1,110
"South Kensington Station, South Kensington","Green Park Station, West End","South Kensington Station, South Kensington to Green Park Station, West End",7,40,19,17,10,13,4,0,110
"Pritchard's Road, Bethnal Green","Royal London Hospital, Whitechapel","Pritchard's Road, Bethnal Green to Royal London Hospital, Whitechapel",6,37,25,16,11,9,6,0,110
"Howick Place, Westminster","Whitehall Place, Strand","Howick Place, Westminster to Whitehall Place, Strand",6,16,8,22,23,14,20,1,110
"Watney Market, Stepney","Braham Street, Aldgate","Watney Market, Stepney to Braham Street, Aldgate",8,33,18,12,21,8,8,2,110
"Fire Brigade Pier, Vauxhall","Hop Exchange, The Borough","Fire Brigade Pier, Vauxhall to Hop Exchange, The Borough",6,29,24,17,11,14,9,0,110
"Snow Hill, Farringdon","Cheapside, Bank","Snow Hill, Farringdon to Cheapside, Bank",6,18,17,12,23,21,13,0,110
"George Place Mews, Marylebone","Sackville Street, Mayfair","George Place Mews, Marylebone to Sackville Street, Mayfair",12,19,12,22,16,12,16,1,110
"Eastbourne Mews, Paddington","Eastbourne Mews, Paddington","Eastbourne Mews, Paddington to Eastbourne Mews, Paddington",9,37,19,12,10,12,10,1,110
