Rental Id,Billable Duration,Duration,Unique ID/Customer Record Number,Subscription Id,Bike Id,End Date,EndStation Id,EndStation Logical Terminal,EndStation Name,endStationPriority_id,Start Date,StartStation Id,StartStation Logical Terminal,StartStation Name,startStationPriority_id,EndHourCategory Id,StartHourCategory Id,BikeUserType Id
18955522,722,723,801109505,73496,1827,06/01/2013 00:20,217,2587,"Wormwood Street, Liverpool Street",1,06/01/2013 00:08,374,2696,"Waterloo Station 1, Waterloo",1,0,0,1
18957807,472,473,1698912495,9115405,2251,06/01/2013 00:16,533,200165,"Wellington Row, Bethnal Green",0,06/01/2013 00:08,578,200244,"Hollybush Gardens, Bethnal Green",0,0,0,0
18951446,726,726,532148014,5015049,6743,06/01/2013 00:20,498,200251,"Bow Road Station, Bow",0,06/01/2013 00:08,115,1062,"Braham Street, Aldgate",0,0,0,1
18948925,240,241,1991476489,5077521,5894,06/01/2013 00:12,227,3470,"Great Percy Street, Clerkenwell",0,06/01/2013 00:08,11,1022,"Brunswick Square, Bloomsbury",0,0,0,1
18953020,1110,1110,1382181254,9114283,8969,06/01/2013 00:27,33,3430,"Altab Ali Park, Whitechapel",0,06/01/2013 00:08,388,1228,"Southampton Street, Strand",0,0,0,0
18945368,205,206,15419518,4510221,8800,06/01/2013 00:12,128,1116,"Emperor's Gate, South Kensington",0,06/01/2013 00:09,392,1220,"Imperial College, Knightsbridge",0,0,0,1
18949908,1928,1929,1754084325,9118531,3011,06/01/2013 00:41,480,200115,"Flamborough Street, Limehouse",0,06/01/2013 00:09,542,200147,"Salmon Lane, Limehouse",0,0,0,0
18944885,303,303,391553429,8785721,1223,06/01/2013 00:14,42,979,"Wenlock Road , Hoxton",0,06/01/2013 00:09,73,1064,"Old Street Station, St. Luke's",1,0,0,1
18953547,443,444,1518127273,9118532,520,06/01/2013 00:17,28,1025,"Bolsover Street, Fitzrovia",0,06/01/2013 00:09,4,1013,"St. Chad's Street, King's Cross",0,0,0,0
18955868,943,943,514898108,9118533,3578,06/01/2013 00:25,432,22158,"Exhibition Road Museums, Knightsbridge",0,06/01/2013 00:09,428,22179,"Exhibition Road, South Kensington",0,0,0,0
18944688,417,418,110514970,9090938,8905,06/01/2013 00:16,533,200165,"Wellington Row, Bethnal Green",0,06/01/2013 00:09,578,200244,"Hollybush Gardens, Bethnal Green",0,0,0,0
18947457,287,288,2006492120,9118534,6397,06/01/2013 00:14,337,2589,"Pembridge Villas, Notting Hill",0,06/01/2013 00:09,151,1120,"Chepstow Villas, Notting Hill",0,0,0,0
18950563,422,422,1539414203,2504321,60,06/01/2013 00:16,28,1025,"Bolsover Street, Fitzrovia",0,06/01/2013 00:09,4,1013,"St. Chad's Street, King's Cross",0,0,0,1
18942684,165,166,1967248572,7515682,4050,06/01/2013 00:12,311,3494,"Foley Street, Fitzrovia",0,06/01/2013 00:09,28,1025,"Bolsover Street, Fitzrovia",0,0,0,1
18946863,384,384,1042173431,9118535,1167,06/01/2013 00:16,403,10630,"George Place Mews, Marylebone",0,06/01/2013 00:10,184,1164,"Portland Place, Marylebone",0,0,0,0
18957563,606,607,1914938361,8025320,2425,06/01/2013 00:20,480,200115,"Flamborough Street, Limehouse",0,06/01/2013 00:10,206,1171,"New Road 1 , Whitechapel",0,0,0,1
18947091,990,991,2102775486,7646324,7875,06/01/2013 00:26,516,200089,"Chrisp Street Market, Poplar",0,06/01/2013 00:10,205,3475,"New Road  2, Whitechapel",0,0,0,1
18954969,762,763,822084446,9114503,6729,06/01/2013 00:23,503,200250,"Cleveland Way, Bethnal Green",0,06/01/2013 00:10,206,1171,"New Road 1 , Whitechapel",0,0,0,0
18957394,195,195,626509295,5604330,3033,06/01/2013 00:13,293,1214,"Kensington Olympia Station, Olympia",0,06/01/2013 00:10,559,200111,"Abbotsbury Road, Holland Park",0,0,0,1
18949567,700,701,1645020017,3208621,6613,06/01/2013 00:22,203,1040,"West Smithfield Rotunda, Farringdon",1,06/01/2013 00:10,14,1011,"Belgrove Street , King's Cross",1,0,0,1
18948223,274,275,1121482151,9052801,9061,06/01/2013 00:15,332,1210,"Nevern Place, Earl's Court",0,06/01/2013 00:10,97,3447,"Gloucester Road (North), Kensington",0,0,0,1
18952375,1822,1822,1609276822,9118536,2597,06/01/2013 00:41,480,200115,"Flamborough Street, Limehouse",0,06/01/2013 00:11,542,200147,"Salmon Lane, Limehouse",0,0,0,0
18949321,554,555,694995368,6578320,8197,06/01/2013 00:20,531,200167,"Twig Folly Bridge, Mile End",0,06/01/2013 00:11,132,973,"Bethnal Green Road, Shoreditch",0,0,0,1
18945970,1559,1559,1092437228,9114292,3532,06/01/2013 00:37,486,22174,"Granby Street, Shoreditch",0,06/01/2013 00:11,466,200158,"Whiston Road, Haggerston",0,0,0,0
18957945,792,792,1443516020,8993782,6171,06/01/2013 00:24,52,1026,"Roscoe Street, St. Luke's",0,06/01/2013 00:11,104,991,"Crosswall, Tower",1,0,0,1
18952795,440,441,316302368,8973721,1320,06/01/2013 00:19,534,200159,"Goldsmiths Row, Haggerston",0,06/01/2013 00:11,539,200151,"Hoxton Station, Haggerston",0,0,0,1
18956488,800,800,1530610811,9113343,388,06/01/2013 00:25,261,3491,"Princes Square, Bayswater",0,06/01/2013 00:11,389,10621,"Upper Grosvenor Street, Mayfair",0,0,0,0
18942312,203,203,1730811967,57271,3492,06/01/2013 00:15,401,2701,"Columbia Road, Weavers",0,06/01/2013 00:11,132,973,"Bethnal Green Road, Shoreditch",0,0,0,1
18945509,535,536,2104565065,8965752,482,06/01/2013 00:20,460,200123,"Burdett Road, Mile End",0,06/01/2013 00:12,513,200162,"Watney Market, Stepney",0,0,0,1
18950048,772,773,1443516020,8993782,7754,06/01/2013 00:24,52,1026,"Roscoe Street, St. Luke's",0,06/01/2013 00:12,104,991,"Crosswall, Tower",1,0,0,1
18943311,2268,2268,685830040,8834966,4450,06/01/2013 00:49,466,200158,"Whiston Road, Haggerston",0,06/01/2013 00:12,489,22177,"Christian Street, Whitechapel",0,0,0,1
18946348,1476,1477,1092437228,9114292,3676,06/01/2013 00:36,486,22174,"Granby Street, Shoreditch",0,06/01/2013 00:12,466,200158,"Whiston Road, Haggerston",0,0,0,0
18957047,462,463,66364704,9077730,700,06/01/2013 00:20,542,200147,"Salmon Lane, Limehouse",0,06/01/2013 00:13,464,200082,"St. Mary and St. Michael Church, Stepney",0,0,0,0
18944716,1576,1577,1300548248,1804922,1281,06/01/2013 00:39,584,200086,"Ilchester Gardens, Bayswater",0,06/01/2013 00:13,64,1028,"William IV Street, Strand",1,0,0,1
18954552,310,310,1885635868,8134121,3620,06/01/2013 00:18,57,974,"Guilford Street , Bloomsbury",0,06/01/2013 00:13,162,1123,"Southampton Place, Holborn",1,0,0,1
18956872,638,639,1788413455,9082535,5109,06/01/2013 00:24,314,3485,"Tyers Gate, Bermondsey",0,06/01/2013 00:13,79,3455,"Wansey Street, Walworth",0,0,0,1
18943950,376,377,2049922558,7530121,2632,06/01/2013 00:20,465,200152,"Pitfield Street (North),Hoxton",0,06/01/2013 00:14,30,1029,"Windsor Terrace, Hoxton",0,0,0,1
18947291,530,531,1157428219,105760,4252,06/01/2013 00:23,308,1189,"Long Lane , Bermondsey",0,06/01/2013 00:14,272,1133,"Baylis Road, Waterloo",1,0,0,1
18951895,0,-1357431265,1346480188,9115799,4742,01/01/1970 00:00,,0,"NA,NA",0,06/01/2013 00:14,128,1116,"Emperor's Gate, South Kensington",0,0,0,0
18943775,859,860,1894934676,9118620,8053,06/01/2013 00:28,522,200161,"Clinton Road, Mile End",0,06/01/2013 00:14,202,1102,"Leman Street, Aldgate",0,0,0,0
18955089,286,286,1472943434,7092473,6845,06/01/2013 00:19,450,200002,"Jubilee Street, Stepney",0,06/01/2013 00:15,206,1171,"New Road 1 , Whitechapel",0,0,0,1
18945800,240,240,1352537294,7971848,6763,06/01/2013 00:19,383,2660,"Frith Street, Soho",0,06/01/2013 00:15,383,2660,"Frith Street, Soho",0,0,0,1
18958538,530,531,1346480188,9115799,5166,06/01/2013 00:24,589,200060,"Drayton Gardens, Chelsea",0,06/01/2013 00:15,128,1116,"Emperor's Gate, South Kensington",0,0,0,0
18947042,242,243,1684228201,3024620,3917,06/01/2013 00:19,443,200033,"Philpot Street, Whitechapel",0,06/01/2013 00:15,202,1102,"Leman Street, Aldgate",0,0,0,1
18954909,376,377,1958056245,9045666,3865,06/01/2013 00:21,552,200149,"Watney Street, Shadwell",0,06/01/2013 00:15,206,1171,"New Road 1 , Whitechapel",0,0,0,1
18958244,873,874,1657666717,7402677,8355,06/01/2013 00:30,195,959,"Milroy Walk, South Bank",0,06/01/2013 00:15,192,1163,"Wardour Street, Soho",1,0,0,1
18946101,363,363,1828485443,85894,6139,06/01/2013 00:21,389,10621,"Upper Grosvenor Street, Mayfair",0,06/01/2013 00:15,541,200096,"Green Park Station, West End",0,0,0,1
18949445,142,143,1342048149,113163,4983,06/01/2013 00:18,73,1064,"Old Street Station, St. Luke's",1,06/01/2013 00:15,107,1049,"Finsbury Leisure Centre, St. Luke's",0,0,0,1
18952329,492,493,1043865575,9113541,8333,06/01/2013 00:24,513,200162,"Watney Market, Stepney",0,06/01/2013 00:15,87,3438,"Devonshire Square, Liverpool Street",0,0,0,0
18956609,422,422,1193655436,3045321,6971,06/01/2013 00:23,123,992,"St. John Street, Finsbury",0,06/01/2013 00:16,123,992,"St. John Street, Finsbury",0,0,0,1
18943556,65,66,528449368,5210551,2141,06/01/2013 00:17,331,1211,"Bunhill Row, Moorgate",0,06/01/2013 00:16,215,1092,"Moorfields, Moorgate",0,0,0,1
18953998,1590,1591,864767824,9118622,4859,06/01/2013 00:42,431,22183,"Crinan Street, King's Cross",0,06/01/2013 00:16,39,3445,"Shoreditch High Street, Shoreditch",1,0,0,0
18956303,432,433,671635300,8834959,1990,06/01/2013 00:23,253,1051,"Shoreditch Park, Hoxton",0,06/01/2013 00:16,175,997,"Appold Street, Liverpool Street",0,0,0,1
18943430,1190,1191,1902522562,9118621,6272,06/01/2013 00:36,338,1202,"Wellington Street , Strand",1,06/01/2013 00:16,511,200256,"Sutton Street, Shadwell",0,0,0,0
18946489,1140,1140,1865644177,7121720,1033,06/01/2013 00:36,508,200157,"Fournier Street, Whitechapel",0,06/01/2013 00:17,131,1005,"Eversholt Street , Camden Town",0,0,0,1
18944345,216,217,160004057,497120,5663,06/01/2013 00:20,260,3489,"Broadwick Street, Soho",0,06/01/2013 00:17,306,3497,"Rathbone Street, Fitzrovia ",0,0,0,1
18951171,1088,1088,378561407,7825124,3171,06/01/2013 00:35,491,200249,"Queen Marys, Mile End",0,06/01/2013 00:17,321,2637,"Bermondsey Street, Bermondsey",0,0,0,1
18953635,636,637,31368929,8567621,465,06/01/2013 00:28,245,1140,"Grosvenor Road, Pimlico",0,06/01/2013 00:17,440,200032,"Kennington Oval, Oval",0,0,0,1
